;Date	Time	NegativeFlow
9/2/2016	8:00	-0.011103858
9/2/2016	9:00	-0.011103858
9/2/2016	10:00	-0.011103858
9/2/2016	11:00	-0.011103858
9/2/2016	12:00	-0.011103858
9/2/2016	13:00	-0.011103858
9/2/2016	14:00	-0.011103858
9/2/2016	15:00	-0.011103858
9/2/2016	16:00	-0.011103858
9/2/2016	17:00	-0.011103858
9/2/2016	18:00	-0.011103858
9/2/2016	19:00	-0.011103858
9/2/2016	20:00	-0.011103858
9/2/2016	21:00	-0.011103858
9/2/2016	22:00	-0.011103858
9/2/2016	23:00	-0.011103858
9/3/2016	0:00	-0.011103858
9/3/2016	1:00	-0.011103858
9/3/2016	2:00	-0.011103858
9/3/2016	3:00	-0.011103858
9/3/2016	4:00	-0.011103858
9/3/2016	5:00	-0.011103858
9/3/2016	6:00	-0.011103858
9/3/2016	7:00	-0.011103858
9/3/2016	8:00	-0.011103858
9/3/2016	9:00	-0.011103858
9/3/2016	10:00	-0.011103858
9/3/2016	11:00	-0.011103858
9/3/2016	12:00	-0.011103858
9/3/2016	13:00	-0.011103858
9/3/2016	14:00	-0.011103858
9/3/2016	15:00	-0.011103858
9/3/2016	16:00	-0.011103858
9/3/2016	17:00	-0.011103858
9/3/2016	18:00	-0.011103858
9/3/2016	19:00	-0.011103858
9/3/2016	20:00	-0.011103858
9/3/2016	21:00	-0.011103858
9/3/2016	22:00	-0.011103858
9/3/2016	23:00	-0.011103858
9/4/2016	0:00	-0.011103858
9/4/2016	1:00	-0.011103858
9/4/2016	2:00	-0.011103858
9/4/2016	3:00	-0.011103858
9/4/2016	4:00	-0.011103858
9/4/2016	5:00	-0.011103858
9/4/2016	6:00	-0.011103858
9/4/2016	7:00	-0.011103858
9/4/2016	8:00	-0.011103858
9/4/2016	9:00	-0.011103858
9/4/2016	10:00	-0.011103858
9/4/2016	11:00	-0.011103858
9/4/2016	12:00	-0.011103858
9/4/2016	13:00	-0.011103858
9/4/2016	14:00	-0.011103858
9/4/2016	15:00	-0.011103858
9/4/2016	16:00	-0.011103858
9/4/2016	17:00	-0.011103858
9/4/2016	18:00	-0.011103858
9/4/2016	19:00	-0.011103858
9/4/2016	20:00	-0.011103858
9/4/2016	21:00	-0.011103858
9/4/2016	22:00	-0.011103858
9/4/2016	23:00	-0.011103858
9/5/2016	0:00	-0.011103858
9/5/2016	1:00	-0.011103858
9/5/2016	2:00	-0.011103858
9/5/2016	3:00	-0.011103858
9/5/2016	4:00	-0.011103858
9/5/2016	5:00	-0.011103858
9/5/2016	6:00	-0.011103858
9/5/2016	7:00	-0.011103858
9/5/2016	8:00	-0.011103858
9/5/2016	9:00	-0.011103858
9/5/2016	10:00	-0.011103858
9/5/2016	11:00	-0.011103858
9/5/2016	12:00	-0.011103858
9/5/2016	13:00	-0.011103858
9/5/2016	14:00	-0.011103858
9/5/2016	15:00	-0.011103858
9/5/2016	16:00	-0.011103858
9/5/2016	17:00	-0.011103858
9/5/2016	18:00	-0.011103858
9/5/2016	19:00	-0.011103858
9/5/2016	20:00	-0.011103858
9/5/2016	21:00	-0.011103858
9/5/2016	22:00	-0.011103858
9/5/2016	23:00	-0.011103858
9/6/2016	0:00	-0.011103858
9/6/2016	1:00	-0.011103858
9/6/2016	2:00	-0.011103858
9/6/2016	3:00	-0.011103858
9/6/2016	4:00	-0.011103858
9/6/2016	5:00	-0.011103858
9/6/2016	6:00	-0.011103858
9/6/2016	7:00	-0.011103858
9/6/2016	8:00	-0.011103858
9/6/2016	9:00	-0.011103858
9/6/2016	10:00	-0.011103858
9/6/2016	11:00	-0.011103858
9/6/2016	12:00	-0.011103858
9/6/2016	13:00	-0.011103858
9/6/2016	14:00	-0.011103858
9/6/2016	15:00	-0.011103858
9/6/2016	16:00	-0.011103858
9/6/2016	17:00	-0.011103858
9/6/2016	18:00	-0.011103858
9/6/2016	19:00	-0.011103858
9/6/2016	20:00	-0.011103858
9/6/2016	21:00	-0.011103858
9/6/2016	22:00	-0.011103858
9/6/2016	23:00	-0.011103858
9/7/2016	0:00	-0.011103858
9/7/2016	1:00	-0.011103858
9/7/2016	2:00	-0.011103858
9/7/2016	3:00	-0.011103858
9/7/2016	4:00	-0.011103858
9/7/2016	5:00	-0.011103858
9/7/2016	6:00	-0.011103858
9/7/2016	7:00	-0.011103858
9/7/2016	8:00	-0.011103858
9/7/2016	9:00	-0.011103858
9/7/2016	10:00	-0.011103858
9/7/2016	11:00	-0.011103858
9/7/2016	12:00	-0.011103858
9/7/2016	13:00	-0.011103858
9/7/2016	14:00	-0.011103858
9/7/2016	15:00	-0.011103858
9/7/2016	16:00	-0.011103858
9/7/2016	17:00	-0.011103858
9/7/2016	18:00	-0.011103858
9/7/2016	19:00	-0.011103858
9/7/2016	20:00	-0.011103858
9/7/2016	21:00	-0.011103858
9/7/2016	22:00	-0.011103858
9/7/2016	23:00	-0.011103858
9/8/2016	0:00	-0.011103858
9/8/2016	1:00	-0.011103858
9/8/2016	2:00	-0.011103858
9/8/2016	3:00	-0.011103858
9/8/2016	4:00	-0.011103858
9/8/2016	5:00	-0.011103858
9/8/2016	6:00	-0.011103858
9/8/2016	7:00	-0.011103858
9/8/2016	8:00	-0.011103858
9/8/2016	9:00	-0.011103858
9/8/2016	10:00	-0.011103858
9/8/2016	11:00	-0.011103858
9/8/2016	12:00	-0.011103858
9/8/2016	13:00	-0.011103858
9/8/2016	14:00	-0.011103858
9/8/2016	15:00	-0.011103858
9/8/2016	16:00	-0.011103858
9/8/2016	17:00	-0.011103858
9/8/2016	18:00	-0.011103858
9/8/2016	19:00	-0.011103858
9/8/2016	20:00	-0.011103858
9/8/2016	21:00	-0.011103858
9/8/2016	22:00	-0.011103858
9/8/2016	23:00	-0.011103858
9/9/2016	0:00	-0.011103858
9/9/2016	1:00	-0.011103858
9/9/2016	2:00	-0.011103858
9/9/2016	3:00	-0.011103858
9/9/2016	4:00	-0.011103858
9/9/2016	5:00	-0.011103858
9/9/2016	6:00	-0.011103858
9/9/2016	7:00	-0.011103858
9/9/2016	8:00	-0.011103858
9/9/2016	9:00	-0.011103858
9/9/2016	10:00	-0.011103858
9/9/2016	11:00	-0.011103858
9/9/2016	12:00	-0.011103858
9/9/2016	13:00	-0.011103858
9/9/2016	14:00	-0.011103858
9/9/2016	15:00	-0.011103858
9/9/2016	16:00	-0.011103858
9/9/2016	17:00	-0.011103858
9/9/2016	18:00	-0.011103858
9/9/2016	19:00	-0.011103858
9/9/2016	20:00	-0.011103858
9/9/2016	21:00	-0.011103858
9/9/2016	22:00	-0.011103858
9/9/2016	23:00	-0.011103858
9/10/2016	0:00	-0.011103858
9/10/2016	1:00	-0.011103858
9/10/2016	2:00	-0.011103858
9/10/2016	3:00	-0.011103858
9/10/2016	4:00	-0.011103858
9/10/2016	5:00	-0.011103858
9/10/2016	6:00	-0.011103858
9/10/2016	7:00	-0.011103858
9/10/2016	8:00	-0.011103858
9/10/2016	9:00	-0.011103858
9/10/2016	10:00	-0.011103858
9/10/2016	11:00	-0.011103858
9/10/2016	12:00	-0.011103858
9/10/2016	13:00	-0.011103858
9/10/2016	14:00	-0.011103858
9/10/2016	15:00	-0.011103858
9/10/2016	16:00	-0.011103858
9/10/2016	17:00	-0.011103858
9/10/2016	18:00	-0.011103858
9/10/2016	19:00	-0.011103858
9/10/2016	20:00	-0.011103858
9/10/2016	21:00	-0.011103858
9/10/2016	22:00	-0.011103858
9/10/2016	23:00	-0.011103858
9/11/2016	0:00	-0.011103858
9/11/2016	1:00	-0.011103858
9/11/2016	2:00	-0.011103858
9/11/2016	3:00	-0.011103858
9/11/2016	4:00	-0.011103858
9/11/2016	5:00	-0.011103858
9/11/2016	6:00	-0.011103858
9/11/2016	7:00	-0.011103858
9/11/2016	8:00	-0.011103858
9/11/2016	9:00	-0.011103858
9/11/2016	10:00	-0.011103858
9/11/2016	11:00	-0.011103858
9/11/2016	12:00	-0.011103858
9/11/2016	13:00	-0.011103858
9/11/2016	14:00	-0.011103858
9/11/2016	15:00	-0.011103858
9/11/2016	16:00	-0.011103858
9/11/2016	17:00	-0.011103858
9/11/2016	18:00	-0.011103858
9/11/2016	19:00	-0.011103858
9/11/2016	20:00	-0.011103858
9/11/2016	21:00	-0.011103858
9/11/2016	22:00	-0.011103858
9/11/2016	23:00	-0.011103858
9/12/2016	0:00	-0.011103858
9/12/2016	1:00	-0.011103858
9/12/2016	2:00	-0.011103858
9/12/2016	3:00	-0.011103858
9/12/2016	4:00	-0.011103858
9/12/2016	5:00	-0.011103858
9/12/2016	6:00	-0.011103858
9/12/2016	7:00	-0.011103858
9/12/2016	8:00	-0.011103858
9/12/2016	9:00	-0.011103858
9/12/2016	10:00	-0.011103858
9/12/2016	11:00	-0.011103858
9/12/2016	12:00	-0.011103858
9/12/2016	13:00	-0.011103858
9/12/2016	14:00	-0.011103858
9/12/2016	15:00	-0.011103858
9/12/2016	16:00	-0.011103858
9/12/2016	17:00	-0.011103858
9/12/2016	18:00	-0.011103858
9/12/2016	19:00	-0.011103858
9/12/2016	20:00	-0.011103858
9/12/2016	21:00	-0.011103858
9/12/2016	22:00	-0.011103858
9/12/2016	23:00	-0.011103858
9/13/2016	0:00	-0.011103858
9/13/2016	1:00	-0.011103858
9/13/2016	2:00	-0.011103858
9/13/2016	3:00	-0.011103858
9/13/2016	4:00	-0.011103858
9/13/2016	5:00	-0.011103858
9/13/2016	6:00	-0.011103858
9/13/2016	7:00	-0.011103858
9/13/2016	8:00	-0.011103858
9/13/2016	9:00	-0.011103858
9/13/2016	10:00	-0.011103858
9/13/2016	11:00	-0.011103858
9/13/2016	12:00	-0.011103858
9/13/2016	13:00	-0.011103858
9/13/2016	14:00	-0.011103858
9/13/2016	15:00	-0.011103858
9/13/2016	16:00	-0.011103858
9/13/2016	17:00	-0.011103858
9/13/2016	18:00	-0.011103858
9/13/2016	19:00	-0.011103858
9/13/2016	20:00	-0.011103858
9/13/2016	21:00	-0.011103858
9/13/2016	22:00	-0.011103858
9/13/2016	23:00	-0.011103858
9/14/2016	0:00	-0.011103858
9/14/2016	1:00	-0.011103858
9/14/2016	2:00	-0.011103858
9/14/2016	3:00	-0.011103858
9/14/2016	4:00	-0.011103858
9/14/2016	5:00	-0.011103858
9/14/2016	6:00	-0.011103858
9/14/2016	7:00	-0.011103858
9/14/2016	8:00	-0.011103858
9/14/2016	9:00	-0.011103858
9/14/2016	10:00	-0.011103858
9/14/2016	11:00	-0.011103858
9/14/2016	12:00	-0.011103858
9/14/2016	13:00	-0.011103858
9/14/2016	14:00	-0.011103858
9/14/2016	15:00	-0.011103858
9/14/2016	16:00	-0.011103858
9/14/2016	17:00	-0.011103858
9/14/2016	18:00	-0.011103858
9/14/2016	19:00	-0.011103858
9/14/2016	20:00	-0.011103858
9/14/2016	21:00	-0.011103858
9/14/2016	22:00	-0.011103858
9/14/2016	23:00	-0.011103858
9/15/2016	0:00	-0.011103858
9/15/2016	1:00	-0.011103858
9/15/2016	2:00	-0.011103858
9/15/2016	3:00	-0.011103858
9/15/2016	4:00	-0.011103858
9/15/2016	5:00	-0.011103858
9/15/2016	6:00	-0.011103858
9/15/2016	7:00	-0.011103858
9/15/2016	8:00	-0.011103858
9/15/2016	9:00	-0.011103858
9/15/2016	10:00	-0.011103858
9/15/2016	11:00	-0.011103858
9/15/2016	12:00	-0.011103858
9/15/2016	13:00	-0.011103858
9/15/2016	14:00	-0.011103858
9/15/2016	15:00	-0.011103858
9/15/2016	16:00	-0.011103858
9/15/2016	17:00	-0.011103858
9/15/2016	18:00	-0.011103858
9/15/2016	19:00	-0.011103858
9/15/2016	20:00	-0.011103858
9/15/2016	21:00	-0.011103858
9/15/2016	22:00	-0.011103858
9/15/2016	23:00	-0.011103858
9/16/2016	0:00	-0.011103858
9/16/2016	1:00	-0.011103858
9/16/2016	2:00	-0.011103858
9/16/2016	3:00	-0.011103858
9/16/2016	4:00	-0.011103858
9/16/2016	5:00	-0.011103858
9/16/2016	6:00	-0.011103858
9/16/2016	7:00	-0.011103858
9/16/2016	8:00	-0.011103858
9/16/2016	9:00	-0.011103858
9/16/2016	10:00	-0.011103858
9/16/2016	11:00	-0.011103858
9/16/2016	12:00	-0.011103858
9/16/2016	13:00	-0.011103858
9/16/2016	14:00	-0.011103858
9/16/2016	15:00	-0.011103858
9/16/2016	16:00	-0.011103858
9/16/2016	17:00	-0.011103858
9/16/2016	18:00	-0.011103858
9/16/2016	19:00	-0.011103858
9/16/2016	20:00	-0.011103858
9/16/2016	21:00	-0.011103858
9/16/2016	22:00	-0.011103858
9/16/2016	23:00	-0.011103858
9/17/2016	0:00	-0.011103858
9/17/2016	1:00	-0.011103858
9/17/2016	2:00	-0.011103858
9/17/2016	3:00	-0.011103858
9/17/2016	4:00	-0.011103858
9/17/2016	5:00	-0.011103858
9/17/2016	6:00	-0.011103858
9/17/2016	7:00	-0.011103858
9/17/2016	8:00	-0.011103858
9/17/2016	9:00	-0.011103858
9/17/2016	10:00	-0.011103858
9/17/2016	11:00	-0.011103858
9/17/2016	12:00	-0.011103858
9/17/2016	13:00	-0.011103858
9/17/2016	14:00	-0.011103858
9/17/2016	15:00	-0.011103858
9/17/2016	16:00	-0.011103858
9/17/2016	17:00	-0.011103858
9/17/2016	18:00	-0.011103858
9/17/2016	19:00	-0.011103858
9/17/2016	20:00	-0.011103858
9/17/2016	21:00	-0.011103858
9/17/2016	22:00	-0.011103858
9/17/2016	23:00	-0.011103858
9/18/2016	0:00	-0.011103858
9/18/2016	1:00	-0.011103858
9/18/2016	2:00	-0.011103858
9/18/2016	3:00	-0.011103858
9/18/2016	4:00	-0.011103858
9/18/2016	5:00	-0.011103858
9/18/2016	6:00	-0.011103858
9/18/2016	7:00	-0.011103858
9/18/2016	8:00	-0.011103858
9/18/2016	9:00	-0.011103858
9/18/2016	10:00	-0.011103858
9/18/2016	11:00	-0.011103858
9/18/2016	12:00	-0.011103858
9/18/2016	13:00	-0.011103858
9/18/2016	14:00	-0.011103858
9/18/2016	15:00	-0.011103858
9/18/2016	16:00	-0.011103858
9/18/2016	17:00	-0.011103858
9/18/2016	18:00	-0.011103858
9/18/2016	19:00	-0.011103858
9/18/2016	20:00	-0.011103858
9/18/2016	21:00	-0.011103858
9/18/2016	22:00	-0.011103858
9/18/2016	23:00	-0.011103858
9/19/2016	0:00	-0.011103858
9/19/2016	1:00	-0.011103858
9/19/2016	2:00	-0.011103858
9/19/2016	3:00	-0.011103858
9/19/2016	4:00	-0.011103858
9/19/2016	5:00	-0.011103858
9/19/2016	6:00	-0.011103858
9/19/2016	7:00	-0.011103858
9/19/2016	8:00	-0.011103858
9/19/2016	9:00	-0.011103858
9/19/2016	10:00	-0.011103858
9/19/2016	11:00	-0.011103858
9/19/2016	12:00	-0.011103858
9/19/2016	13:00	-0.011103858
9/19/2016	14:00	-0.011103858
9/19/2016	15:00	-0.011103858
9/19/2016	16:00	-0.011103858
9/19/2016	17:00	-0.011103858
9/19/2016	18:00	-0.011103858
9/19/2016	19:00	-0.011103858
9/19/2016	20:00	-0.011103858
9/19/2016	21:00	-0.011103858
9/19/2016	22:00	-0.011103858
9/19/2016	23:00	-0.011103858
9/20/2016	0:00	-0.011103858
9/20/2016	1:00	-0.011103858
9/20/2016	2:00	-0.011103858
9/20/2016	3:00	-0.011103858
9/20/2016	4:00	-0.011103858
9/20/2016	5:00	-0.011103858
9/20/2016	6:00	-0.011103858
9/20/2016	7:00	-0.011103858
9/20/2016	8:00	-0.011103858
9/20/2016	9:00	-0.011103858
9/20/2016	10:00	-0.011103858
9/20/2016	11:00	-0.011103858
9/20/2016	12:00	-0.011103858
9/20/2016	13:00	-0.011103858
9/20/2016	14:00	-0.011103858
9/20/2016	15:00	-0.011103858
9/20/2016	16:00	-0.011103858
9/20/2016	17:00	-0.011103858
9/20/2016	18:00	-0.011103858
9/20/2016	19:00	-0.011103858
9/20/2016	20:00	-0.011103858
9/20/2016	21:00	-0.011103858
9/20/2016	22:00	-0.011103858
9/20/2016	23:00	-0.011103858
9/21/2016	0:00	-0.011103858
9/21/2016	1:00	-0.011103858
9/21/2016	2:00	-0.011103858
9/21/2016	3:00	-0.011103858
9/21/2016	4:00	-0.011103858
9/21/2016	5:00	-0.011103858
9/21/2016	6:00	-0.011103858
9/21/2016	7:00	-0.011103858
9/21/2016	8:00	-0.011103858
9/21/2016	9:00	-0.011103858
9/21/2016	10:00	-0.011103858
9/21/2016	11:00	-0.011103858
9/21/2016	12:00	-0.011103858
9/21/2016	13:00	-0.011103858
9/21/2016	14:00	-0.011103858
9/21/2016	15:00	-0.011103858
9/21/2016	16:00	-0.011103858
9/21/2016	17:00	-0.011103858
9/21/2016	18:00	-0.011103858
9/21/2016	19:00	-0.011103858
9/21/2016	20:00	-0.011103858
9/21/2016	21:00	-0.011103858
9/21/2016	22:00	-0.011103858
9/21/2016	23:00	-0.011103858
9/22/2016	0:00	-0.011103858
9/22/2016	1:00	-0.011103858
9/22/2016	2:00	-0.011103858
9/22/2016	3:00	-0.011103858
9/22/2016	4:00	-0.011103858
9/22/2016	5:00	-0.011103858
9/22/2016	6:00	-0.011103858
9/22/2016	7:00	-0.011103858
9/22/2016	8:00	-0.011103858
9/22/2016	9:00	-0.011103858
9/22/2016	10:00	-0.011103858
9/22/2016	11:00	-0.011103858
9/22/2016	12:00	-0.011103858
9/22/2016	13:00	-0.011103858
9/22/2016	14:00	-0.011103858
9/22/2016	15:00	-0.011103858
9/22/2016	16:00	-0.011103858
9/22/2016	17:00	-0.011103858
9/22/2016	18:00	-0.011103858
9/22/2016	19:00	-0.011103858
9/22/2016	20:00	-0.011103858
9/22/2016	21:00	-0.011103858
9/22/2016	22:00	-0.011103858
9/22/2016	23:00	-0.011103858
9/23/2016	0:00	-0.011103858
9/23/2016	1:00	-0.011103858
9/23/2016	2:00	-0.011103858
9/23/2016	3:00	-0.011103858
9/23/2016	4:00	-0.011103858
9/23/2016	5:00	-0.011103858
9/23/2016	6:00	-0.011103858
9/23/2016	7:00	-0.011103858
9/23/2016	8:00	-0.011103858
9/23/2016	9:00	-0.011103858
9/23/2016	10:00	-0.011103858
9/23/2016	11:00	-0.011103858
9/23/2016	12:00	-0.011103858
9/23/2016	13:00	-0.011103858
9/23/2016	14:00	-0.011103858
9/23/2016	15:00	-0.011103858
9/23/2016	16:00	-0.011103858
9/23/2016	17:00	-0.011103858
9/23/2016	18:00	-0.011103858
9/23/2016	19:00	-0.011103858
9/23/2016	20:00	-0.011103858
9/23/2016	21:00	-0.011103858
9/23/2016	22:00	-0.011103858
9/23/2016	23:00	-0.011103858
9/24/2016	0:00	-0.011103858
9/24/2016	1:00	-0.011103858
9/24/2016	2:00	-0.011103858
9/24/2016	3:00	-0.011103858
9/24/2016	4:00	-0.011103858
9/24/2016	5:00	-0.011103858
9/24/2016	6:00	-0.011103858
9/24/2016	7:00	-0.011103858
9/24/2016	8:00	-0.011103858
9/24/2016	9:00	-0.011103858
9/24/2016	10:00	-0.011103858
9/24/2016	11:00	-0.011103858
9/24/2016	12:00	-0.011103858
9/24/2016	13:00	-0.011103858
9/24/2016	14:00	-0.011103858
9/24/2016	15:00	-0.011103858
9/24/2016	16:00	-0.011103858
9/24/2016	17:00	-0.011103858
9/24/2016	18:00	-0.011103858
9/24/2016	19:00	-0.011103858
9/24/2016	20:00	-0.011103858
9/24/2016	21:00	-0.011103858
9/24/2016	22:00	-0.011103858
9/24/2016	23:00	-0.011103858
9/25/2016	0:00	-0.011103858
9/25/2016	1:00	-0.011103858
9/25/2016	2:00	-0.011103858
9/25/2016	3:00	-0.011103858
9/25/2016	4:00	-0.011103858
9/25/2016	5:00	-0.011103858
9/25/2016	6:00	-0.011103858
9/25/2016	7:00	-0.011103858
9/25/2016	8:00	-0.011103858
9/25/2016	9:00	-0.011103858
9/25/2016	10:00	-0.011103858
9/25/2016	11:00	-0.011103858
9/25/2016	12:00	-0.011103858
9/25/2016	13:00	-0.011103858
9/25/2016	14:00	-0.011103858
9/25/2016	15:00	-0.011103858
9/25/2016	16:00	-0.011103858
9/25/2016	17:00	-0.011103858
9/25/2016	18:00	-0.011103858
9/25/2016	19:00	-0.011103858
9/25/2016	20:00	-0.011103858
9/25/2016	21:00	-0.011103858
9/25/2016	22:00	-0.011103858
9/25/2016	23:00	-0.011103858
9/26/2016	0:00	-0.011103858
9/26/2016	1:00	-0.011103858
9/26/2016	2:00	-0.011103858
9/26/2016	3:00	-0.011103858
9/26/2016	4:00	-0.011103858
9/26/2016	5:00	-0.011103858
9/26/2016	6:00	-0.011103858
9/26/2016	7:00	-0.011103858
9/26/2016	8:00	-0.011103858
9/26/2016	9:00	-0.011103858
9/26/2016	10:00	-0.011103858
9/26/2016	11:00	-0.011103858
9/26/2016	12:00	-0.011103858
9/26/2016	13:00	-0.011103858
9/26/2016	14:00	-0.011103858
9/26/2016	15:00	-0.011103858
9/26/2016	16:00	-0.011103858
9/26/2016	17:00	-0.011103858
9/26/2016	18:00	-0.011103858
9/26/2016	19:00	-0.011103858
9/26/2016	20:00	-0.011103858
9/26/2016	21:00	-0.011103858
9/26/2016	22:00	-0.011103858
9/26/2016	23:00	-0.011103858
9/27/2016	0:00	-0.011103858
9/27/2016	1:00	-0.011103858
9/27/2016	2:00	-0.011103858
9/27/2016	3:00	-0.011103858
9/27/2016	4:00	-0.011103858
9/27/2016	5:00	-0.011103858
9/27/2016	6:00	-0.011103858
9/27/2016	7:00	-0.011103858
9/27/2016	8:00	-0.011103858
9/27/2016	9:00	-0.011103858
9/27/2016	10:00	-0.011103858
9/27/2016	11:00	-0.011103858
9/27/2016	12:00	-0.011103858
9/27/2016	13:00	-0.011103858
9/27/2016	14:00	-0.011103858
9/27/2016	15:00	-0.011103858
9/27/2016	16:00	-0.011103858
9/27/2016	17:00	-0.011103858
9/27/2016	18:00	-0.011103858
9/27/2016	19:00	-0.011103858
9/27/2016	20:00	-0.011103858
9/27/2016	21:00	-0.011103858
9/27/2016	22:00	-0.011103858
9/27/2016	23:00	-0.011103858
9/28/2016	0:00	-0.011103858
9/28/2016	1:00	-0.011103858
9/28/2016	2:00	-0.011103858
9/28/2016	3:00	-0.011103858
9/28/2016	4:00	-0.011103858
9/28/2016	5:00	-0.011103858
9/28/2016	6:00	-0.011103858
9/28/2016	7:00	-0.011103858
9/28/2016	8:00	-0.011103858
9/28/2016	9:00	-0.011103858
9/28/2016	10:00	-0.011103858
9/28/2016	11:00	-0.011103858
9/28/2016	12:00	-0.011103858
9/28/2016	13:00	-0.011103858
9/28/2016	14:00	-0.011103858
9/28/2016	15:00	-0.011103858
9/28/2016	16:00	-0.011103858
9/28/2016	17:00	-0.011103858
9/28/2016	18:00	-0.011103858
9/28/2016	19:00	-0.011103858
9/28/2016	20:00	-0.011103858
9/28/2016	21:00	-0.011103858
9/28/2016	22:00	-0.011103858
9/28/2016	23:00	-0.011103858
9/29/2016	0:00	-0.011103858
9/29/2016	1:00	-0.011103858
9/29/2016	2:00	-0.011103858
9/29/2016	3:00	-0.011103858
9/29/2016	4:00	-0.011103858
9/29/2016	5:00	-0.011103858
9/29/2016	6:00	-0.011103858
9/29/2016	7:00	-0.011103858
9/29/2016	8:00	-0.011103858
9/29/2016	9:00	-0.011103858
9/29/2016	10:00	-0.011103858
9/29/2016	11:00	-0.011103858
9/29/2016	12:00	-0.011103858
9/29/2016	13:00	-0.011103858
9/29/2016	14:00	-0.011103858
9/29/2016	15:00	-0.011103858
9/29/2016	16:00	-0.011103858
9/29/2016	17:00	-0.011103858
9/29/2016	18:00	-0.011103858
9/29/2016	19:00	-0.011103858
9/29/2016	20:00	-0.011103858
9/29/2016	21:00	-0.011103858
9/29/2016	22:00	-0.011103858
9/29/2016	23:00	-0.011103858
9/30/2016	0:00	-0.011103858
9/30/2016	1:00	-0.011103858
9/30/2016	2:00	-0.011103858
9/30/2016	3:00	-0.011103858
9/30/2016	4:00	-0.011103858
9/30/2016	5:00	-0.011103858
9/30/2016	6:00	-0.011103858
9/30/2016	7:00	-0.011103858
9/30/2016	8:00	-0.011103858
9/30/2016	9:00	-0.011103858
9/30/2016	10:00	-0.011103858
9/30/2016	11:00	-0.011103858
9/30/2016	12:00	-0.011103858
9/30/2016	13:00	-0.011103858
9/30/2016	14:00	-0.011103858
9/30/2016	15:00	-0.011103858
9/30/2016	16:00	-0.011103858
9/30/2016	17:00	-0.011103858
9/30/2016	18:00	-0.011103858
9/30/2016	19:00	-0.011103858
9/30/2016	20:00	-0.011103858
9/30/2016	21:00	-0.011103858
9/30/2016	22:00	-0.011103858
9/30/2016	23:00	-0.011103858

